order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FMR315521302,13-Mar-22,789521,25891302,40,15-Mar-22,18-Mar-22,40,1,0,0
FMR316521601,13-Mar-22,789521,25891302,20,16-Mar-22,17-Mar-22,20,1,0,0
FMR316202403,13-Mar-22,789202,25891302,94,16-Mar-22,16-Mar-22,94,1,1,1
FMR314401403,13-Mar-22,789401,25891302,56,14-Mar-22,14-Mar-22,56,1,1,1
FMR316401302,13-Mar-22,789401,25891302,33,16-Mar-22,19-Mar-22,33,1,0,0
FMR315203302,13-Mar-22,789203,25891302,60,15-Mar-22,15-Mar-22,60,1,1,1
FMR315301602,13-Mar-22,789301,25891302,96,15-Mar-22,15-Mar-22,96,1,1,1
FMR316301601,13-Mar-22,789301,25891302,22,16-Mar-22,16-Mar-22,20,0,1,0
FMR314320302,13-Mar-22,789320,25891301,73,14-Mar-22,17-Mar-22,73,1,0,0
FMR316320403,13-Mar-22,789320,25891301,67,16-Mar-22,16-Mar-22,67,1,1,1
FMR314122303,13-Mar-22,789122,25891301,88,14-Mar-22,15-Mar-22,84,0,0,0
FMR316421601,13-Mar-22,789421,25891301,21,16-Mar-22,18-Mar-22,20,0,0,0
FMR315720301,13-Mar-22,789720,25891301,39,15-Mar-22,14-Mar-22,31,0,1,0
FMR315321301,13-Mar-22,789321,25891301,62,15-Mar-22,18-Mar-22,62,1,0,0
FMR314121301,13-Mar-22,789121,25891301,22,14-Mar-22,15-Mar-22,22,1,0,0
FMR316601501,13-Mar-22,789601,25891301,85,16-Mar-22,16-Mar-22,85,1,1,1
FMR316201301,13-Mar-22,789201,25891301,37,16-Mar-22,17-Mar-22,37,1,0,0
FMR314402301,13-Mar-22,789402,25891301,66,14-Mar-22,14-Mar-22,66,1,1,1
FMR316402301,13-Mar-22,789402,25891301,40,16-Mar-22,16-Mar-22,40,1,1,1
FMR314221502,13-Mar-22,789221,25891301,27,14-Mar-22,14-Mar-22,22,0,1,0
FMR315221601,13-Mar-22,789221,25891301,91,15-Mar-22,15-Mar-22,82,0,1,0
FMR314202301,13-Mar-22,789202,25891301,92,14-Mar-22,14-Mar-22,87,0,1,0
FMR314621601,13-Mar-22,789621,25891301,37,14-Mar-22,14-Mar-22,35,0,1,0
FMR315621402,13-Mar-22,789621,25891301,35,15-Mar-22,15-Mar-22,35,1,1,1
FMR314903301,13-Mar-22,789903,25891301,68,14-Mar-22,15-Mar-22,61,0,0,0
FMR315903301,13-Mar-22,789903,25891301,33,15-Mar-22,17-Mar-22,31,0,0,0
FMR315702602,13-Mar-22,789702,25891301,26,15-Mar-22,15-Mar-22,26,1,1,1
FMR316702603,13-Mar-22,789702,25891301,78,16-Mar-22,16-Mar-22,74,0,1,0
FMR315303301,13-Mar-22,789303,25891301,38,15-Mar-22,15-Mar-22,38,1,1,1
FMR315403301,13-Mar-22,789403,25891301,46,15-Mar-22,15-Mar-22,46,1,1,1
FMR316902501,13-Mar-22,789902,25891301,84,16-Mar-22,16-Mar-22,84,1,1,1
FMR314422301,13-Mar-22,789422,25891301,25,14-Mar-22,13-Mar-22,23,0,1,0
FMR314401403,13-Mar-22,789401,25891301,96,14-Mar-22,14-Mar-22,91,0,1,0
FMR316401402,13-Mar-22,789401,25891301,92,16-Mar-22,16-Mar-22,83,0,1,0
FMR314303403,13-Mar-22,789303,25891102,377,14-Mar-22,14-Mar-22,377,1,1,1
FMR316303402,13-Mar-22,789303,25891102,449,16-Mar-22,16-Mar-22,404,0,1,0
FMR315401102,13-Mar-22,789401,25891102,349,15-Mar-22,14-Mar-22,349,1,1,1
FMR316401402,13-Mar-22,789401,25891102,306,16-Mar-22,16-Mar-22,306,1,1,1
FMR314402301,13-Mar-22,789402,25891102,359,14-Mar-22,14-Mar-22,323,0,1,0
FMR314522502,13-Mar-22,789522,25891102,326,14-Mar-22,15-Mar-22,326,1,0,0
FMR315522502,13-Mar-22,789522,25891102,402,15-Mar-22,18-Mar-22,402,1,0,0
FMR314422102,13-Mar-22,789422,25891102,490,14-Mar-22,17-Mar-22,490,1,0,0
FMR316422602,13-Mar-22,789422,25891102,499,16-Mar-22,17-Mar-22,499,1,0,0
FMR316503602,13-Mar-22,789503,25891102,342,16-Mar-22,16-Mar-22,308,0,1,0
FMR315301602,13-Mar-22,789301,25891102,487,15-Mar-22,15-Mar-22,487,1,1,1
FMR316301601,13-Mar-22,789301,25891102,487,16-Mar-22,16-Mar-22,487,1,1,1
FMR316202403,13-Mar-22,789202,25891102,363,16-Mar-22,16-Mar-22,363,1,1,1
FMR316421302,13-Mar-22,789421,25891102,388,16-Mar-22,17-Mar-22,388,1,0,0
FMR314320303,13-Mar-22,789320,25891102,354,14-Mar-22,14-Mar-22,354,1,1,1
FMR314903201,13-Mar-22,789903,25891102,307,14-Mar-22,14-Mar-22,292,0,1,0
FMR314420102,13-Mar-22,789420,25891102,454,14-Mar-22,16-Mar-22,431,0,0,0
FMR315420503,13-Mar-22,789420,25891102,435,15-Mar-22,17-Mar-22,435,1,0,0
FMR314101102,13-Mar-22,789101,25891102,430,14-Mar-22,14-Mar-22,430,1,1,1
FMR315122302,13-Mar-22,789122,25891102,318,15-Mar-22,16-Mar-22,302,0,0,0
FMR315621402,13-Mar-22,789621,25891102,371,15-Mar-22,15-Mar-22,371,1,1,1
FMR315203302,13-Mar-22,789203,25891102,400,15-Mar-22,15-Mar-22,400,1,1,1
FMR316203603,13-Mar-22,789203,25891102,432,16-Mar-22,16-Mar-22,432,1,1,1
FMR315420502,13-Mar-22,789420,25891502,242,15-Mar-22,16-Mar-22,242,1,0,0
FMR315201502,13-Mar-22,789201,25891502,110,15-Mar-22,18-Mar-22,110,1,0,0
FMR316621502,13-Mar-22,789621,25891502,182,16-Mar-22,16-Mar-22,182,1,1,1
FMR315520502,13-Mar-22,789520,25891502,244,15-Mar-22,16-Mar-22,244,1,0,0
FMR316520502,13-Mar-22,789520,25891502,250,16-Mar-22,16-Mar-22,225,0,1,0
FMR314603203,13-Mar-22,789603,25891203,342,14-Mar-22,14-Mar-22,308,0,1,0
FMR314902502,13-Mar-22,789902,25891502,198,14-Mar-22,14-Mar-22,198,1,1,1
FMR314503502,13-Mar-22,789503,25891502,212,14-Mar-22,14-Mar-22,212,1,1,1
FMR315503502,13-Mar-22,789503,25891502,161,15-Mar-22,15-Mar-22,145,0,1,0
FMR315101502,13-Mar-22,789101,25891502,120,15-Mar-22,15-Mar-22,120,1,1,1
FMR315703503,13-Mar-22,789703,25891502,220,15-Mar-22,15-Mar-22,220,1,1,1
FMR316702603,13-Mar-22,789702,25891502,176,16-Mar-22,16-Mar-22,141,0,1,0
FMR314221502,13-Mar-22,789221,25891502,178,14-Mar-22,14-Mar-22,178,1,1,1
FMR316521502,13-Mar-22,789521,25891502,165,16-Mar-22,19-Mar-22,165,1,0,0
FMR314522502,13-Mar-22,789522,25891502,205,14-Mar-22,15-Mar-22,205,1,0,0
FMR315522502,13-Mar-22,789522,25891502,117,15-Mar-22,18-Mar-22,94,0,0,0
FMR314403403,13-Mar-22,789403,25891403,454,14-Mar-22,14-Mar-22,363,0,1,0
FMR315321603,13-Mar-22,789321,25891403,246,15-Mar-22,15-Mar-22,246,1,1,1
FMR316320403,13-Mar-22,789320,25891403,334,16-Mar-22,16-Mar-22,334,1,1,1
FMR315422403,13-Mar-22,789422,25891403,383,15-Mar-22,17-Mar-22,383,1,0,0
FMR316501501,13-Mar-22,789501,25891403,232,16-Mar-22,16-Mar-22,209,0,1,0
FMR314420403,13-Mar-22,789420,25891403,236,14-Mar-22,17-Mar-22,236,1,0,0
FMR315420403,13-Mar-22,789420,25891403,380,15-Mar-22,14-Mar-22,380,1,1,1
FMR314201403,13-Mar-22,789201,25891403,226,14-Mar-22,14-Mar-22,226,1,1,1
FMR316201403,13-Mar-22,789201,25891403,393,16-Mar-22,16-Mar-22,393,1,1,1
FMR315122403,13-Mar-22,789122,25891403,352,15-Mar-22,15-Mar-22,334,0,1,0
FMR316202403,13-Mar-22,789202,25891403,431,16-Mar-22,16-Mar-22,431,1,1,1
FMR315720603,13-Mar-22,789720,25891403,246,15-Mar-22,15-Mar-22,221,0,1,0
FMR316720601,13-Mar-22,789720,25891403,383,16-Mar-22,16-Mar-22,383,1,1,1
FMR314303403,13-Mar-22,789303,25891403,231,14-Mar-22,14-Mar-22,231,1,1,1
FMR315702403,13-Mar-22,789702,25891403,240,15-Mar-22,14-Mar-22,240,1,1,1
FMR315301602,13-Mar-22,789301,25891403,238,15-Mar-22,15-Mar-22,238,1,1,1
FMR314522403,13-Mar-22,789522,25891403,491,14-Mar-22,16-Mar-22,466,0,0,0
FMR314401403,13-Mar-22,789401,25891403,469,14-Mar-22,14-Mar-22,469,1,1,1
FMR315220403,13-Mar-22,789220,25891403,317,15-Mar-22,15-Mar-22,317,1,1,1
FMR316622503,13-Mar-22,789622,25891503,132,16-Mar-22,17-Mar-22,106,0,0,0
FMR316220503,13-Mar-22,789220,25891503,213,16-Mar-22,15-Mar-22,213,1,1,1
FMR315420503,13-Mar-22,789420,25891503,150,15-Mar-22,17-Mar-22,135,0,0,0
FMR315703503,13-Mar-22,789703,25891503,174,15-Mar-22,15-Mar-22,174,1,1,1
FMR315903503,13-Mar-22,789903,25891503,237,15-Mar-22,16-Mar-22,237,1,0,0
FMR314301503,13-Mar-22,789301,25891503,106,14-Mar-22,14-Mar-22,106,1,1,1
FMR314621601,13-Mar-22,789621,25891503,230,14-Mar-22,14-Mar-22,230,1,1,1
FMR314122503,13-Mar-22,789122,25891503,137,14-Mar-22,14-Mar-22,137,1,1,1
FMR314203503,13-Mar-22,789203,25891503,217,14-Mar-22,14-Mar-22,206,0,1,0
FMR314702503,13-Mar-22,789702,25891503,198,14-Mar-22,14-Mar-22,178,0,1,0
FMR315421103,13-Mar-22,789421,25891103,430,15-Mar-22,16-Mar-22,387,0,0,0
FMR316903103,13-Mar-22,789903,25891103,429,16-Mar-22,17-Mar-22,343,0,0,0
FMR316703103,13-Mar-22,789703,25891103,310,16-Mar-22,16-Mar-22,310,1,1,1
FMR315601603,13-Mar-22,789601,25891103,394,15-Mar-22,15-Mar-22,374,0,1,0
FMR315521103,13-Mar-22,789521,25891103,476,15-Mar-22,15-Mar-22,452,0,1,0
FMR314203503,13-Mar-22,789203,25891103,354,14-Mar-22,14-Mar-22,354,1,1,1
FMR316402301,13-Mar-22,789402,25891103,355,16-Mar-22,16-Mar-22,355,1,1,1
FMR315522603,13-Mar-22,789522,25891103,415,15-Mar-22,16-Mar-22,373,0,0,0
FMR315122103,13-Mar-22,789122,25891103,421,15-Mar-22,14-Mar-22,337,0,1,0
FMR314101103,13-Mar-22,789101,25891103,382,14-Mar-22,15-Mar-22,382,1,0,0
FMR315101502,13-Mar-22,789101,25891103,475,15-Mar-22,15-Mar-22,475,1,1,1
FMR316101303,13-Mar-22,789101,25891103,311,16-Mar-22,16-Mar-22,280,0,1,0
FMR315401203,13-Mar-22,789401,25891103,455,15-Mar-22,15-Mar-22,455,1,1,1
FMR316103103,13-Mar-22,789103,25891103,346,16-Mar-22,16-Mar-22,329,0,1,0
FMR315721602,13-Mar-22,789721,25891103,475,15-Mar-22,15-Mar-22,475,1,1,1
FMR316721302,13-Mar-22,789721,25891103,303,16-Mar-22,16-Mar-22,288,0,1,0
FMR314420103,13-Mar-22,789420,25891103,499,14-Mar-22,15-Mar-22,499,1,0,0
FMR315420502,13-Mar-22,789420,25891103,458,15-Mar-22,16-Mar-22,458,1,0,0
FMR316420601,13-Mar-22,789420,25891103,491,16-Mar-22,19-Mar-22,491,1,0,0
FMR315422103,13-Mar-22,789422,25891103,493,15-Mar-22,16-Mar-22,493,1,0,0
FMR315221601,13-Mar-22,789221,25891601,144,15-Mar-22,15-Mar-22,144,1,1,1
FMR316522601,13-Mar-22,789522,25891601,182,16-Mar-22,18-Mar-22,182,1,0,0
FMR315702602,13-Mar-22,789702,25891601,62,15-Mar-22,15-Mar-22,56,0,1,0
FMR316521601,13-Mar-22,789521,25891601,156,16-Mar-22,17-Mar-22,156,1,0,0
FMR315320601,13-Mar-22,789320,25891601,160,15-Mar-22,15-Mar-22,160,1,1,1
FMR316422601,13-Mar-22,789422,25891601,175,16-Mar-22,15-Mar-22,175,1,1,1
FMR316720601,13-Mar-22,789720,25891601,200,16-Mar-22,16-Mar-22,200,1,1,1
FMR316603601,13-Mar-22,789603,25891601,126,16-Mar-22,16-Mar-22,126,1,1,1
FMR316301601,13-Mar-22,789301,25891601,140,16-Mar-22,16-Mar-22,140,1,1,1
FMR315903601,13-Mar-22,789903,25891601,63,15-Mar-22,15-Mar-22,57,0,1,0
FMR314621601,13-Mar-22,789621,25891601,74,14-Mar-22,14-Mar-22,74,1,1,1
FMR316621601,13-Mar-22,789621,25891601,109,16-Mar-22,17-Mar-22,109,1,0,0
FMR316421601,13-Mar-22,789421,25891601,183,16-Mar-22,18-Mar-22,174,0,0,0
FMR315102601,13-Mar-22,789102,25891601,152,15-Mar-22,14-Mar-22,152,1,1,1
FMR316102601,13-Mar-22,789102,25891601,160,16-Mar-22,16-Mar-22,152,0,1,0
FMR316203603,13-Mar-22,789203,25891601,97,16-Mar-22,16-Mar-22,97,1,1,1
FMR316420601,13-Mar-22,789420,25891601,119,16-Mar-22,19-Mar-22,95,0,0,0
FMR315420502,13-Mar-22,789420,25891402,264,15-Mar-22,16-Mar-22,264,1,0,0
FMR316401402,13-Mar-22,789401,25891402,351,16-Mar-22,16-Mar-22,351,1,1,1
FMR316320403,13-Mar-22,789320,25891402,301,16-Mar-22,16-Mar-22,301,1,1,1
FMR316303402,13-Mar-22,789303,25891402,303,16-Mar-22,16-Mar-22,303,1,1,1
FMR315703503,13-Mar-22,789703,25891402,461,15-Mar-22,15-Mar-22,461,1,1,1
FMR314301503,13-Mar-22,789301,25891402,386,14-Mar-22,14-Mar-22,386,1,1,1
FMR315301602,13-Mar-22,789301,25891402,270,15-Mar-22,15-Mar-22,216,0,1,0
FMR316301601,13-Mar-22,789301,25891402,474,16-Mar-22,16-Mar-22,474,1,1,1
FMR315721602,13-Mar-22,789721,25891402,320,15-Mar-22,15-Mar-22,256,0,1,0
FMR314422402,13-Mar-22,789422,25891402,364,14-Mar-22,15-Mar-22,364,1,0,0
FMR316203603,13-Mar-22,789203,25891402,472,16-Mar-22,16-Mar-22,472,1,1,1
FMR316902501,13-Mar-22,789902,25891402,338,16-Mar-22,16-Mar-22,338,1,1,1
FMR315522402,13-Mar-22,789522,25891402,379,15-Mar-22,17-Mar-22,379,1,0,0
FMR316522402,13-Mar-22,789522,25891402,301,16-Mar-22,15-Mar-22,301,1,1,1
FMR314122503,13-Mar-22,789122,25891402,392,14-Mar-22,14-Mar-22,392,1,1,1
FMR315621402,13-Mar-22,789621,25891402,317,15-Mar-22,15-Mar-22,317,1,1,1
FMR316621502,13-Mar-22,789621,25891402,354,16-Mar-22,16-Mar-22,354,1,1,1
FMR315221601,13-Mar-22,789221,25891402,450,15-Mar-22,15-Mar-22,428,0,1,0
FMR315622402,13-Mar-22,789622,25891402,402,15-Mar-22,16-Mar-22,402,1,0,0
FMR315703503,13-Mar-22,789703,25891303,89,15-Mar-22,15-Mar-22,80,0,1,0
FMR315603203,13-Mar-22,789603,25891101,330,15-Mar-22,16-Mar-22,330,1,0,0
FMR314720603,13-Mar-22,789720,25891101,445,14-Mar-22,14-Mar-22,445,1,1,1
FMR314702503,13-Mar-22,789702,25891101,476,14-Mar-22,14-Mar-22,476,1,1,1
FMR315221601,13-Mar-22,789221,25891101,432,15-Mar-22,15-Mar-22,432,1,1,1
FMR316421302,13-Mar-22,789421,25891101,419,16-Mar-22,17-Mar-22,419,1,0,0
FMR314621601,13-Mar-22,789621,25891101,350,14-Mar-22,14-Mar-22,350,1,1,1
FMR315601101,13-Mar-22,789601,25891101,413,15-Mar-22,16-Mar-22,413,1,0,0
FMR315401203,13-Mar-22,789401,25891101,323,15-Mar-22,15-Mar-22,307,0,1,0
FMR316420601,13-Mar-22,789420,25891101,312,16-Mar-22,19-Mar-22,312,1,0,0
FMR314902502,13-Mar-22,789902,25891401,219,14-Mar-22,14-Mar-22,219,1,1,1
FMR315402401,13-Mar-22,789402,25891401,468,15-Mar-22,14-Mar-22,468,1,1,1
FMR315621402,13-Mar-22,789621,25891401,488,15-Mar-22,15-Mar-22,488,1,1,1
FMR316621502,13-Mar-22,789621,25891401,319,16-Mar-22,16-Mar-22,319,1,1,1
FMR314622602,13-Mar-22,789622,25891401,434,14-Mar-22,14-Mar-22,434,1,1,1
FMR314121401,13-Mar-22,789121,25891401,219,14-Mar-22,16-Mar-22,208,0,0,0
FMR315121501,13-Mar-22,789121,25891401,467,15-Mar-22,17-Mar-22,444,0,0,0
FMR316501501,13-Mar-22,789501,25891401,203,16-Mar-22,16-Mar-22,203,1,1,1
FMR316520401,13-Mar-22,789520,25891401,357,16-Mar-22,15-Mar-22,339,0,1,0
FMR315301602,13-Mar-22,789301,25891401,392,15-Mar-22,15-Mar-22,392,1,1,1
FMR316301401,13-Mar-22,789301,25891401,271,16-Mar-22,17-Mar-22,271,1,0,0
FMR315122401,13-Mar-22,789122,25891401,207,15-Mar-22,18-Mar-22,197,0,0,0
FMR314401403,13-Mar-22,789401,25891401,272,14-Mar-22,14-Mar-22,272,1,1,1
FMR314601401,13-Mar-22,789601,25891401,417,14-Mar-22,14-Mar-22,417,1,1,1
FMR316601501,13-Mar-22,789601,25891401,368,16-Mar-22,16-Mar-22,294,0,1,0
FMR315201401,13-Mar-22,789201,25891401,404,15-Mar-22,15-Mar-22,404,1,1,1
FMR315101502,13-Mar-22,789101,25891401,342,15-Mar-22,15-Mar-22,342,1,1,1
FMR314220401,13-Mar-22,789220,25891401,466,14-Mar-22,16-Mar-22,466,1,0,0
FMR315102603,13-Mar-22,789102,25891603,58,15-Mar-22,16-Mar-22,58,1,0,0
FMR314720603,13-Mar-22,789720,25891603,77,14-Mar-22,14-Mar-22,69,0,1,0
FMR315720603,13-Mar-22,789720,25891603,96,15-Mar-22,15-Mar-22,77,0,1,0
FMR315221603,13-Mar-22,789221,25891603,94,15-Mar-22,14-Mar-22,94,1,1,1
FMR315420603,13-Mar-22,789420,25891603,64,15-Mar-22,18-Mar-22,64,1,0,0
FMR315522603,13-Mar-22,789522,25891603,148,15-Mar-22,16-Mar-22,148,1,0,0
FMR316702603,13-Mar-22,789702,25891603,176,16-Mar-22,16-Mar-22,141,0,1,0
FMR316203603,13-Mar-22,789203,25891603,190,16-Mar-22,16-Mar-22,180,0,1,0
FMR315601603,13-Mar-22,789601,25891603,133,15-Mar-22,15-Mar-22,126,0,1,0
FMR315321603,13-Mar-22,789321,25891603,188,15-Mar-22,15-Mar-22,188,1,1,1
FMR315202603,13-Mar-22,789202,25891603,87,15-Mar-22,15-Mar-22,70,0,1,0
FMR314102202,13-Mar-22,789102,25891202,421,14-Mar-22,15-Mar-22,421,1,0,0
FMR314501202,13-Mar-22,789501,25891202,191,14-Mar-22,14-Mar-22,191,1,1,1
FMR316702603,13-Mar-22,789702,25891402,354,16-Mar-22,16-Mar-22,336,0,1,0
FMR316501501,13-Mar-22,789501,25891202,299,16-Mar-22,16-Mar-22,239,0,1,0
FMR314702503,13-Mar-22,789702,25891202,270,14-Mar-22,14-Mar-22,256,0,1,0
FMR314622602,13-Mar-22,789622,25891202,235,14-Mar-22,14-Mar-22,235,1,1,1
FMR316622402,13-Mar-22,789622,25891202,356,16-Mar-22,16-Mar-22,338,0,1,0
FMR314122202,13-Mar-22,789122,25891202,253,14-Mar-22,16-Mar-22,253,1,0,0
FMR314221202,13-Mar-22,789221,25891202,490,14-Mar-22,13-Mar-22,490,1,1,1
FMR315221601,13-Mar-22,789221,25891202,166,15-Mar-22,15-Mar-22,166,1,1,1
FMR315320601,13-Mar-22,789320,25891202,487,15-Mar-22,15-Mar-22,487,1,1,1
FMR315403301,13-Mar-22,789403,25891202,353,15-Mar-22,15-Mar-22,282,0,1,0
FMR315703503,13-Mar-22,789703,25891202,269,15-Mar-22,15-Mar-22,269,1,1,1
FMR314303403,13-Mar-22,789303,25891202,304,14-Mar-22,14-Mar-22,304,1,1,1
FMR315721602,13-Mar-22,789721,25891202,248,15-Mar-22,15-Mar-22,236,0,1,0
FMR316101303,13-Mar-22,789101,25891202,275,16-Mar-22,16-Mar-22,247,0,1,0
FMR316401402,13-Mar-22,789401,25891202,389,16-Mar-22,16-Mar-22,389,1,1,1
FMR316503602,13-Mar-22,789503,25891202,499,16-Mar-22,16-Mar-22,449,0,1,0
FMR315220403,13-Mar-22,789220,25891202,427,15-Mar-22,15-Mar-22,427,1,1,1
FMR316220202,13-Mar-22,789220,25891202,359,16-Mar-22,16-Mar-22,359,1,1,1
FMR314201403,13-Mar-22,789201,25891202,409,14-Mar-22,14-Mar-22,409,1,1,1
FMR315521202,13-Mar-22,789521,25891202,164,15-Mar-22,14-Mar-22,164,1,1,1
FMR315520502,13-Mar-22,789520,25891202,353,15-Mar-22,16-Mar-22,353,1,0,0
FMR316520202,13-Mar-22,789520,25891202,374,16-Mar-22,18-Mar-22,355,0,0,0
FMR314720603,13-Mar-22,789720,25891202,171,14-Mar-22,14-Mar-22,162,0,1,0
FMR316720601,13-Mar-22,789720,25891202,138,16-Mar-22,16-Mar-22,138,1,1,1
FMR314522202,13-Mar-22,789522,25891202,288,14-Mar-22,14-Mar-22,288,1,1,1
FMR315422303,13-Mar-22,789422,25891303,29,15-Mar-22,15-Mar-22,29,1,1,1
FMR314603203,13-Mar-22,789603,25891101,366,14-Mar-22,14-Mar-22,366,1,1,1
FMR316420303,13-Mar-22,789420,25891303,70,16-Mar-22,16-Mar-22,66,0,1,0
FMR315421303,13-Mar-22,789421,25891303,79,15-Mar-22,15-Mar-22,75,0,1,0
FMR314122303,13-Mar-22,789122,25891303,73,14-Mar-22,15-Mar-22,66,0,0,0
FMR316122303,13-Mar-22,789122,25891303,37,16-Mar-22,19-Mar-22,33,0,0,0
FMR316520502,13-Mar-22,789520,25891303,88,16-Mar-22,16-Mar-22,70,0,1,0
FMR316501501,13-Mar-22,789501,25891303,67,16-Mar-22,16-Mar-22,67,1,1,1
FMR314320303,13-Mar-22,789320,25891303,80,14-Mar-22,14-Mar-22,76,0,1,0
FMR315202303,13-Mar-22,789202,25891303,27,15-Mar-22,14-Mar-22,27,1,1,1
FMR314503502,13-Mar-22,789503,25891303,31,14-Mar-22,14-Mar-22,29,0,1,0
FMR315503502,13-Mar-22,789503,25891303,84,15-Mar-22,15-Mar-22,84,1,1,1
FMR314220303,13-Mar-22,789220,25891303,92,14-Mar-22,14-Mar-22,92,1,1,1
FMR315220403,13-Mar-22,789220,25891303,82,15-Mar-22,15-Mar-22,74,0,1,0
FMR316101303,13-Mar-22,789101,25891303,63,16-Mar-22,16-Mar-22,63,1,1,1
FMR316903303,13-Mar-22,789903,25891303,21,16-Mar-22,16-Mar-22,19,0,1,0
FMR315303301,13-Mar-22,789303,25891201,401,15-Mar-22,15-Mar-22,401,1,1,1
FMR314603203,13-Mar-22,789603,25891201,246,14-Mar-22,14-Mar-22,246,1,1,1
FMR314121401,13-Mar-22,789121,25891201,111,14-Mar-22,16-Mar-22,111,1,0,0
FMR314301503,13-Mar-22,789301,25891201,435,14-Mar-22,14-Mar-22,391,0,1,0
FMR315202603,13-Mar-22,789202,25891201,375,15-Mar-22,15-Mar-22,375,1,1,1
FMR316321201,13-Mar-22,789321,25891201,293,16-Mar-22,16-Mar-22,293,1,1,1
FMR314421201,13-Mar-22,789421,25891201,183,14-Mar-22,16-Mar-22,146,0,0,0
FMR314721201,13-Mar-22,789721,25891201,275,14-Mar-22,15-Mar-22,275,1,0,0
FMR315721602,13-Mar-22,789721,25891201,448,15-Mar-22,15-Mar-22,448,1,1,1
FMR314403403,13-Mar-22,789403,25891201,146,14-Mar-22,14-Mar-22,146,1,1,1
FMR315103501,13-Mar-22,789103,25891201,214,15-Mar-22,15-Mar-22,214,1,1,1
FMR315422303,13-Mar-22,789422,25891201,379,15-Mar-22,15-Mar-22,379,1,1,1
FMR314503502,13-Mar-22,789503,25891201,126,14-Mar-22,14-Mar-22,126,1,1,1
FMR314220401,13-Mar-22,789220,25891201,243,14-Mar-22,16-Mar-22,243,1,0,0
FMR314903201,13-Mar-22,789903,25891201,477,14-Mar-22,14-Mar-22,453,0,1,0
FMR315720603,13-Mar-22,789720,25891201,192,15-Mar-22,15-Mar-22,192,1,1,1
FMR315702602,13-Mar-22,789702,25891201,324,15-Mar-22,15-Mar-22,292,0,1,0
FMR316702603,13-Mar-22,789702,25891201,293,16-Mar-22,16-Mar-22,278,0,1,0
FMR314622201,13-Mar-22,789622,25891201,330,14-Mar-22,15-Mar-22,330,1,0,0
FMR316622402,13-Mar-22,789622,25891201,401,16-Mar-22,16-Mar-22,381,0,1,0
FMR315101502,13-Mar-22,789101,25891201,341,15-Mar-22,15-Mar-22,341,1,1,1
FMR316503602,13-Mar-22,789503,25891501,169,16-Mar-22,16-Mar-22,169,1,1,1
FMR316501501,13-Mar-22,789501,25891501,138,16-Mar-22,16-Mar-22,131,0,1,0
FMR316902501,13-Mar-22,789902,25891501,152,16-Mar-22,16-Mar-22,152,1,1,1
FMR316601501,13-Mar-22,789601,25891501,229,16-Mar-22,16-Mar-22,218,0,1,0
FMR316203501,13-Mar-22,789203,25891501,159,16-Mar-22,17-Mar-22,159,1,0,0
FMR315522502,13-Mar-22,789522,25891501,111,15-Mar-22,18-Mar-22,105,0,0,0
FMR314603501,13-Mar-22,789603,25891501,209,14-Mar-22,15-Mar-22,209,1,0,0
FMR316403501,13-Mar-22,789403,25891501,147,16-Mar-22,16-Mar-22,118,0,1,0
FMR315121501,13-Mar-22,789121,25891501,106,15-Mar-22,17-Mar-22,95,0,0,0
FMR315221501,13-Mar-22,789221,25891501,174,15-Mar-22,17-Mar-22,174,1,0,0
FMR315103501,13-Mar-22,789103,25891501,148,15-Mar-22,15-Mar-22,133,0,1,0
FMR316102601,13-Mar-22,789102,25891501,179,16-Mar-22,16-Mar-22,179,1,1,1
FMR316521501,13-Mar-22,789521,25891501,146,16-Mar-22,15-Mar-22,146,1,1,1
FMR316421501,13-Mar-22,789421,25891501,151,16-Mar-22,19-Mar-22,121,0,0,0
FMR315202603,13-Mar-22,789202,25891501,174,15-Mar-22,15-Mar-22,165,0,1,0
FMR316301601,13-Mar-22,789301,25891501,220,16-Mar-22,16-Mar-22,176,0,1,0
FMR316503602,13-Mar-22,789503,25891602,164,16-Mar-22,16-Mar-22,156,0,1,0
FMR315301602,13-Mar-22,789301,25891602,182,15-Mar-22,15-Mar-22,182,1,1,1
FMR315702602,13-Mar-22,789702,25891602,93,15-Mar-22,15-Mar-22,93,1,1,1
FMR314720603,13-Mar-22,789720,25891602,162,14-Mar-22,14-Mar-22,154,0,1,0
FMR316622402,13-Mar-22,789622,25891402,407,16-Mar-22,16-Mar-22,407,1,1,1
FMR315521602,13-Mar-22,789521,25891602,132,15-Mar-22,16-Mar-22,132,1,0,0
FMR314321602,13-Mar-22,789321,25891602,130,14-Mar-22,14-Mar-22,130,1,1,1
FMR316203603,13-Mar-22,789203,25891602,162,16-Mar-22,16-Mar-22,162,1,1,1
FMR314221602,13-Mar-22,789221,25891602,57,14-Mar-22,15-Mar-22,57,1,0,0
FMR314622602,13-Mar-22,789622,25891602,76,14-Mar-22,14-Mar-22,68,0,1,0
FMR315603602,13-Mar-22,789603,25891602,168,15-Mar-22,17-Mar-22,168,1,0,0
FMR315721602,13-Mar-22,789721,25891602,68,15-Mar-22,15-Mar-22,68,1,1,1
FMR314421602,13-Mar-22,789421,25891602,182,14-Mar-22,17-Mar-22,173,0,0,0
